"geoid","fuelheat","housingvalue","kitchen","mortgage","mortgagecost","mortgageval","occupy","occupyown","phone","plumbing","rentgross","rentprcinc","rooms","units","unitsownpop"
"05000US18165",78.99,"77400","95.31",52.46,"73.63","61.85",88.23,72.87,"97.22","94.04","653",43.1,5.5,1.9764207980653,74.18
"05000US18167",93.54,"92400","96.59",62.95,"81.26","65.16",88.93,61.31,"97.59","97.94","729",36.2,5.4,1.91952046616039,65.08
"05000US18169",82.32,"97200","95.83",59.78,"80.94","64.02",90.75,73.2,"98.51","99.16","693",42.2,6.2,1.97949514563107,75.86
"05000US18171",43.77,"115400","95.58",61.52,"80.56","61.33",90.68,83.87,"99.47","96.89","736",44.5,6.1,1.99113475177305,84.33
"05000US18173",96.11,"162700","98.49",67.01,"85.24","69.04",94.56,79.44,"98.45","98.68","854",40.9,6.1,1.94861334322331,81.43
"05000US18175",73.03,"113200","93.11",61.73,"82.09","65.9",86.8,76.16,"95.23","93.83","667",41.5,5.7,1.97957280104468,78.92
"05000US18177",84.82,"97400","95.8",63.72,"82.38","63.38",84.92,67.58,"97.47","97.54","674",40.9,5.8,1.9343128781331,69.22
"05000US18179",79.25,"120700","97.77",66.14,"84.13","65",91.82,79.53,"98.93","98.27","674",39.8,6.3,1.98822880264852,82.99
"05000US18181",78.48,"110300","96.46",62.21,"80.4","63.46",74.42,78.14,"97.61","97.56","716",41.9,5.7,1.98768599281683,78.36
"05000US18183",75.88,"138700","99.45",67.17,"85.27","67.82",92.34,83.16,"97.51","98.73","688",40.8,6.4,1.98265426631237,84.63
"05000US19001",69.74,"100100","96.86",50.62,"69.59","48.63",84.83,76.66,"97.7","95.54","588",45.4,6.2,1.98788265306122,78.02
"05000US19003",63.56,"86100","93.98",43.81,"66.64","54.41",81.68,77.33,"96.89","92.88","531",47.3,6.3,1.99329677026204,78.42
"05000US19005",52.54,"124900","97.72",44.77,"70.04","47.47",76.61,77.72,"97.52","97.43","598",44.8,5.8,1.9843881148229,79.16
"05000US19007",71.6,"78000","91.91",46.44,"68.13","51.18",81.73,73.32,"97.67","94.31","599",45.4,5.3,1.96990398818316,75.31
"05000US19009",74.08,"71100","95.11",42.02,"65.39","43.64",88.97,77.7,"97.05","96.71","567",49,6.4,1.97385132611132,79.33
"05000US19011",72.33,"157800","97",59.97,"81.66","63.43",91.85,82.34,"97.13","98.43","611",42.6,6.3,1.99021909233177,85.17
"05000US19013",93.43,"143100","97.62",62.19,"81.43","61.93",91.97,65.7,"98.15","99.07","769",34.9,5.6,1.88211643008155,66.83
"05000US19015",78.64,"131900","97.83",61.47,"79.4","62.71",91.82,76.85,"98.54","97.83","732",41.8,6.2,1.97349177330896,78.13
"05000US19017",74.89,"162100","99.05",59.35,"79.46","59.01",92.93,81.98,"97.98","99.71","647",39.7,6.6,1.98362023995827,83.67
"05000US19019",77.06,"138000","96.19",55.89,"76.41","56.58",88.61,78.32,"97.39","96.46","689",38.7,6.1,1.99279144916729,79.81
"05000US19021",83.62,"112700","98.36",52.7,"73.12","53.26",91.01,66.56,"98.57","98.36","685",35.2,5.9,1.89403973509934,67.42
"05000US19023",72.29,"115800","97.8",54.6,"74.41","48.8",92.28,79.11,"97.82","98.66","614",44.1,6.3,1.9793633018717,81.6
"05000US19025",72.94,"80000","95.42",44.07,"66.15","48.15",82.71,77.86,"97.42","96.74","565",45.1,6.2,1.97327606776426,79.61
"05000US19027",81.11,"132700","97.14",51.15,"74.2","55.22",91.42,76.94,"97.38","98.9","598",41.7,6.6,1.99631081392668,82.48
"05000US19029",81.87,"97800","98.32",45.45,"65.02","44.94",90.49,69.35,"98.63","97.39","646",44.9,6.3,1.98507712944333,71.44
"05000US19031",66.84,"150700","98.13",59.76,"79.6","58.06",91.87,80.52,"97.83","98.45","711",42,6.4,1.98383249403658,82.67
"05000US19033",87.86,"124400","97.19",55.94,"75.51","55.8",85.98,69.14,"97.32","98.16","693",44.5,5.8,1.9795450996721,73.07
"05000US19035",77.62,"95200","96.13",45.45,"67.53","47.91",92.26,74.12,"98.73","97.98","551",46.8,6.4,1.96964586846543,75.48
"05000US19037",66.03,"112000","95.66",49.89,"72.49","40.26",91.15,80.2,"97.84","97.65","565",44.3,6.3,1.99306492005394,82.61
"05000US19039",68.32,"104700","96.46",57.48,"75.71","58.28",91.59,70.78,"98.6","95.34","751",39.5,5.5,1.98521017125065,73.49
"05000US19041",82.67,"120600","97.93",57.77,"76.8","57.27",89.34,68.79,"98.91","97.53","666",42.7,5.8,1.98352172136729,73.07
"05000US19043",59.55,"121000","95.65",47.53,"69.98","45.8",84.1,74.99,"97.74","97.36","658",47.1,6.1,1.98706220595923,76.99
"05000US19045",80.75,"114900","96.68",58.16,"76.69","55.62",89.52,74.19,"98.57","97.44","664",42.2,5.9,1.9601808116207,77.7
"05000US19047",75.51,"90700","96.86",47.59,"68.01","48.72",91.54,73.01,"99.07","99.25","625",37.8,6,1.95151515151515,74.34
"05000US19049",90.11,"231000","98.41",75.6,"89.94","79.04",94.13,74.37,"98.46","98.93","1012",35.3,6.2,1.93562610229277,78.47
"05000US19051",44.24,"114000","94.19",51.41,"73.39","52.24",89.38,82.89,"87.53","94.8","639",37,5.8,1.99284603421462,85.78
"05000US19053",67.44,"76800","91.26",48.59,"70.17","48.63",83.32,66.11,"94.93","90.92","543",36.4,5.7,1.97447868036103,70.3
"05000US19055",61.96,"134200","97.08",57.84,"76.52","59.15",85.62,82.92,"97.71","99.78","600",43.6,6.5,1.98587692751117,86.77
"05000US19057",86.96,"103600","97.83",55.09,"73.94","58.79",90.7,72.48,"97.25","98.77","770",42.6,5.7,1.93010688836105,74.27
"05000US19059",86.13,"179300","98.78",58.99,"78.75","57.03",59.24,78.97,"97.68","99.02","771",48.4,5.7,1.98884620151196,81.1
"05000US19061",86.54,"160900","97.1",60.77,"80.65","61.34",93.34,72.36,"98.74","98.9","763",38.5,6,1.95403078528568,76.08
"05000US19063",78.68,"86400","95.5",50.22,"69.45","47.55",85.71,77.08,"98.1","97.46","701",42.4,6,1.99513381995134,77.79
"05000US19065",65.85,"94800","95.49",52.34,"73.35","52.74",86.88,75.39,"98.11","97.19","615",43.6,6.1,1.97847263980758,77.07
"05000US19067",76.94,"104700","96.36",57.1,"77.01","59.74",89.46,72.21,"97.8","97.74","555",43.9,6.1,1.96597129752922,75.45
"05000US19069",71.29,"88500","96.67",48.32,"71.87","52.6",86.28,74.31,"97.64","96.45","649",42.4,6.2,1.97952380952381,74.39
"05000US19071",61.95,"102700","95.24",53.77,"74.5","57.28",86.79,74.15,"96.49","96.14","636",45.8,6.3,1.97290969899666,73.81
"05000US19073",72.49,"94300","98.09",52.13,"73.79","48.86",85.45,74.24,"98.46","97.1","607",44.5,6.2,1.98688608896889,77.23
"05000US19075",70.87,"131200","98.12",56.55,"76.74","58.22",92.16,79.52,"98.05","98.62","631",42.5,6.6,1.99513334631108,81.92
"05000US19077",69.68,"115900","95.96",54.02,"75.95","54.21",75.99,79.44,"97.61","96.82","662",45.6,6.2,1.99135774391631,80.47
"05000US19079",73.54,"101600","97.52",61.51,"81.16","66.7",87.84,72.86,"98.7","94.09","673",42.4,6,1.97038796516231,76.49
"05000US19081",72.67,"102900","97.91",51.76,"73.09","52.16",89.74,77.95,"97.75","98.98","608",44.5,6.4,1.98845992446496,80.07
"05000US19083",76.95,"92900","96.66",53.68,"73.42","53.75",87.8,77.06,"97.91","95.85","595",44.7,6.1,1.98954703832753,77.33
"05000US19085",74.73,"115200","95.8",56.67,"77.28","61.24",89.26,74.84,"97.6","98.41","680",44.1,6.1,1.99094799210007,77.52
"05000US19087",72.28,"108700","98.06",55.93,"73.78","55.05",92.36,70.97,"98.16","98.85","681",40,6,1.94555353901996,72.83
"05000US19089",50.85,"107600","96.5",56.25,"76.31","55.65",88.47,79.06,"98.66","95.77","589",42.2,6.3,1.97647362978283,83.26
"05000US19091",71.24,"102300","96.72",50.21,"71.82","54.47",89.26,74.22,"98.22","97.44","569",43,6.4,1.99336650082919,77.33
"05000US19093",85.81,"96200","98.31",51.07,"70.95","48.7",87.73,75.78,"98.14","98.95","469",44.5,6.2,1.98405315614618,80.7
"05000US19095",71.68,"146400","97.06",56.98,"78.22","60.74",92.79,78.1,"98.91","97.64","552",42.1,6.2,1.98291856869386,82.52
"05000US19097",64.66,"123500","97.48",51.23,"73.72","56.04",86.53,78.95,"97.9","98.35","621",44.7,6.1,1.98712967459932,79.41
"05000US19099",77.55,"128000","97.37",60.22,"78.27","59.47",89.45,73.95,"97.11","98.67","723",42.3,5.7,1.97408578498763,76.44
"05000US19101",70.35,"109400","97.85",48.43,"71.47","52.59",89.72,67.08,"97.26","98.16","666",43,5.6,1.90660225442834,66.79
"05000US19103",91.52,"216900","98.4",67.13,"86.67","70.93",93.39,59.69,"97.24","99.16","968",30,5.4,1.86869659405464,63.12
"05000US19105",59.74,"133000","96.98",54.27,"76.58","56.22",91.49,75.65,"99.04","98.96","659",43.4,6.4,1.98000975134081,75.51
"05000US19107",57.3,"88800","96.84",52.14,"73.07","56.96",89.84,76.87,"98.36","96.07","651",43.9,6.1,1.9771897810219,78.53
"05000US19109",69.44,"103600","95.67",44.75,"67.13","49.67",88.81,76.24,"98.09","95.75","653",45.5,6.4,1.98754875487549,80.19
"05000US19111",83.17,"93300","96.02",52.72,"73.56","54.72",87.22,74.32,"98.29","97.93","637",43.2,5.7,1.96155745221133,78.29
"05000US19113",92.99,"153700","98.69",67.19,"84.37","68.47",93.09,74.4,"97.9","99.4","743",37.5,5.9,1.92450477134299,78.06
"05000US19115",68.43,"108500","95.66",50.9,"72.33","56.67",86.15,76.72,"96.64","96.13","620",41.2,6,1.95210683859084,76.95
"05000US19117",68.02,"87600","90.44",53,"74.52","56.34",86.39,77.24,"98.52","94.02","663",44.6,5.7,1.99670510708402,82.89
"05000US19119",70.22,"132400","96.31",57.41,"78.46","61.08",90.69,83.4,"99.01","98.29","666",38.1,6.8,1.991426687184,85.02
"05000US19121",62.27,"166500","97.15",65.52,"85.57","70.33",91.66,78.51,"97.65","98.39","813",40.1,6.3,1.98779521318751,81.32
"05000US19123",79.48,"114000","97.8",56.84,"77.56","59.94",89.73,71.17,"97.81","97.98","626",39.7,6.1,1.97259032733039,73.11
"05000US19125",77.62,"152400","97.5",60.63,"79.78","60.21",93.98,70.53,"97.96","97.97","699",39.2,5.8,1.98212407991588,76.58
"05000US19127",80.5,"105500","97.32",59.66,"78.14","54.97",91.48,71.21,"97.66","97.85","680",39.1,5.8,1.94569044203938,74.31
"05000US19129",64.13,"165200","98.68",64.84,"84.38","68.95",91.07,77.98,"98.39","98.14","748",42.1,6.3,1.99015571863254,78.85
"05000US19131",57.95,"114400","96.24",48.34,"71.17","48.76",88.9,82.67,"97.18","97.43","565",43.8,6.7,1.98999317716625,87.22
"05000US19133",75.64,"86700","95.34",49.24,"69.54","47.15",85.89,71.06,"97.26","96.1","585",46.5,6.1,1.96225018504811,73.12
"05000US19135",67.95,"92500","98.21",45.61,"64.29","41.34",83.73,78.04,"97.48","93.64","654",41.8,5.5,1.969960949234,79.97
"05000US19137",82.08,"83400","98.01",51.65,"71.56","53.62",87.71,68.63,"97.82","93.54","638",44,6.2,1.99127970350992,69.44
"05000US19139",87.53,"127100","96.82",57.81,"77.34","59.12",91.37,72.89,"96.76","98.23","810",38.1,5.7,1.96165940977262,75.24
"05000US19141",89.9,"111400","93.86",51.44,"73.17","51.87",90.34,71.91,"98.54","97.93","586",42.4,6.4,1.98739844138617,75.99
"05000US19143",65.84,"91900","97",42.42,"63.5","43.63",88.09,75.83,"97.66","97.64","625",43.8,6.5,1.98199923400996,79.53
"05000US19145",79.37,"91400","95.77",52.14,"73.77","55.35",87.65,72.47,"97.25","97.6","629",44,6.3,1.95919658390005,74.35
"05000US19147",74.26,"100000","97.6",52.51,"71.29","51.03",82.51,74.29,"97.85","97.34","605",41.8,6.1,1.97953830010493,77.68
"05000US19149",83.27,"155900","98.15",55.69,"78.11","57.55",93.94,78.69,"98.66","99.13","669",39.9,6.8,1.97894216510133,80.64
"05000US19151",72.73,"75400","96.36",41.27,"62.51","48.46",85.08,77.35,"98.53","96.95","567",47.9,6.4,1.96567862714509,79.44
"05000US19153",96.64,"171800","98.53",71.47,"86.56","73.3",93.16,67.17,"97.97","99.41","879",35.3,5.5,1.89417859844465,70.07
"05000US19155",89.15,"136900","96.82",62.66,"80.97","62.17",92.38,68.21,"97.65","98.83","826",39.5,5.7,1.97391610856539,70.52
"05000US19157",72.69,"140200","95.19",56.28,"76.97","56.46",84.36,69.3,"98.1","97.06","717",40.7,5.9,1.97565421169119,72.03
"05000US19159",64.3,"89100","96.79",46.47,"69.17","55.87",76.25,77.27,"96.8","96.83","625",44.9,5.9,1.98948422633951,79.06
"05000US19161",72.95,"90500","95.06",43.08,"65.56","44.08",80.84,79.09,"97.73","97.39","597",46.2,6.1,1.98442866956721,81.54
"05000US19163",94.69,"158200","97.93",67.34,"84.47","69.49",90.73,69.47,"96.9","98.39","779",38.3,5.8,1.899649384558,72.48
"05000US19165",77.82,"117000","96.69",51.21,"72.16","46.85",90.4,77.51,"99.17","99.07","673",46.1,6.4,1.97800237812128,80.64
"05000US19167",86.25,"159400","97.82",55.78,"77.4","58.29",94.93,79.77,"99.08","99.19","686",33.2,6.6,1.99128719381884,82.54
"05000US19169",91.52,"180400","98.4",62.01,"80.93","62.78",94.49,52.76,"96.97","99.36","885",26.3,5.3,1.89102340202585,57.17
"05000US19171",68.92,"107800","94.51",53.79,"74.28","53.77",86.69,76.28,"98.58","95.65","694",42.8,6.1,1.93575129533679,75.29
"05000US19173",65.13,"79500","94.78",49.41,"70.29","49.54",85.37,76.53,"98.19","95.65","584",42.8,6.2,1.98603773584906,76.37
"05000US19175",79.65,"99800","96.43",53.97,"74.6","55.23",87.77,70.77,"98.21","97.16","626",39.9,5.7,1.98459761262996,72.7
"05000US19177",45.93,"90900","93.24",43.17,"65.96","48.27",78.33,81.8,"96.26","93.38","549",44.3,5.6,1.99511002444988,83.67
"05000US19179",82.36,"82000","96.45",54.59,"72.77","55.92",89.74,72.28,"96.37","96.25","686",39.3,5.4,1.95179636565404,73.61
"05000US19181",77.14,"176600","98.45",71.18,"87.36","71.99",96.16,77.88,"98.54","99.2","781",38.3,6,1.97826889603882,82.87
"05000US19183",71.03,"148700","96.03",58.63,"79.43","61.23",90.03,70.8,"97.32","96.39","789",40.8,6.2,1.97408256880734,72.97
"05000US19185",62.42,"77600","93.7",44.72,"67.22","42.42",83.59,81.6,"95.43","91.7","496",43,5.6,1.99288122892469,83.63
"05000US19187",85.43,"96600","96.8",53.01,"75.31","55.14",89.23,67.46,"98.08","97.1","627",39.1,5.8,1.94706733298264,69.9
"05000US19189",66.78,"94100","96.96",54.58,"73.26","51.51",88.54,73.53,"98.28","98.12","578",42.6,5.9,1.96264929424539,78.44
"05000US19191",56.58,"167800","96.55",56.88,"78.04","62.45",91.91,79.15,"97.94","97.04","655",41.3,6.6,1.9853747714808,81.99
"05000US19193",92.05,"117700","98.01",57.75,"78.01","62.11",92.59,65.64,"97.43","99.1","753",35.7,5.7,1.92020525978191,68.49
"05000US19195",63.97,"104300","95.93",50.2,"70.07","50.69",90.13,77.29,"97.85","96.62","591",44,6.6,1.98801261829653,79.6
"05000US19197",78.94,"85300","95.66",47.15,"67.97","53.62",87.34,71.53,"97.87","95.58","623",43.4,6,1.99297012302285,75.63
"05000US20001",84.3,"78700","94.74",48.31,"69.64","50.6",83.77,71.11,"95.75","97.86","627",41.8,5.8,1.95329930043486,73.51
"05000US20003",66.05,"93400","89.44",47.12,"69.65","50.72",82.06,74.19,"96.38","93.69","600",41.5,5.7,1.99511241446725,72
"05000US20005",77.48,"101600","89.99",52.3,"73.19","57.87",85.85,68.39,"97.93","94.23","675",36.1,5.9,1.94013377926421,68.89
"05000US20007",82.7,"66400","89.9",29.61,"56.4","44.64",70.18,70.82,"97.96","90.73","524",43.8,6.3,1.95867346938776,72.67
"05000US20009",89.57,"92300","94.91",46.23,"67.97","48.86",85.69,69.77,"97.77","95.21","658",40,6,1.96786632390745,70.52
"05000US20011",80.03,"83300","93.24",45.28,"68.67","55.37",80.26,69.85,"96.66","92.64","626",39.3,5.9,1.94634743096819,74.31
"05000US20013",73.56,"88700","93.59",48.19,"71.88","34.12",82.35,72.98,"95.75","94.18","625",42.2,5.9,1.89523565573771,74.86
"05000US20015",83.36,"147100","96.85",64.37,"83.73","68.64",91.4,73.69,"96.94","98.52","817",38.4,6.2,1.96216238303436,75.47
"05000US20017",65.11,"96200","92.09",38.53,"58.44","35.47",69.01,79.2,"97.08","88.13","624",44.4,6.1,1.99416909620991,81.43
"05000US20019",70.76,"62500","91.23",31.52,"54.78","36.66",68.01,78.55,"97.59","90.2","574",48.8,5.7,1.86965517241379,76.16
"05000US20021",83.63,"80300","93.77",45.91,"67.48","52.91",81.22,74.09,"98.03","93.22","630",41.9,5.8,1.92546970262536,75.14
"05000US20023",81.27,"84000","94.22",37.1,"60.18","41.73",81.65,79.23,"97.8","93.42","575",45.7,6.2,1.99185667752443,78.73
"05000US20025",84.55,"77700","89.13",47.34,"71.08","56.35",77.65,71.44,"97.09","89.04","614",44.3,6.2,1.94064949608063,71.18
"05000US20027",78.66,"97300","86.91",46.38,"69.58","54.57",83.53,76.69,"97.85","92.07","639",43,6.2,1.96796002351558,82.86
"05000US20029",85.74,"73900","88.53",45.92,"65.43","43.68",83.52,70.89,"98.57","89.69","628",41,5.9,1.98315189217211,73.6
"05000US20031",70.24,"117700","95",53.07,"74.53","56.86",87.35,77.11,"97.83","96.55","625",44,5.9,1.95659526493799,78
"05000US20033",74.46,"78800","95.32",37.33,"57.3","45.26",75.76,80.65,"97.04","90.63","519",47.5,6.2,1.98387096774194,82.44
"05000US20035",83.56,"87300","94.6",50.41,"71.55","51.27",83.97,66.55,"96.8","98.08","682",38.8,5.8,1.93697478991597,66.39
"05000US20037",87.93,"91000","97.36",50.48,"72.65","54.48",83.28,58.43,"97.21","96.22","719",32.5,5.6,1.92652627383246,60.85
"05000US20039",71.07,"64700","94.5",35.98,"56.64","35.09",82.51,72.01,"99.06","92.89","639",49.5,6.2,1.98048452220727,73.81
"05000US20041",79.11,"109500","93.79",55.99,"75.56","58.94",85,69.76,"97.19","95.09","662",41.5,6,1.96205614664787,74.9
"05000US20043",67.25,"101000","95.66",39.74,"61.7","39.66",84.68,72.98,"97.49","97.03","572",41.3,5.8,1.96428571428571,74.61
"05000US20045",91.99,"192800","98.33",68.08,"84.41","68.98",93.09,51.84,"97.75","99.79","897",29.5,5.4,1.87328811509051,56.19
"05000US20047",84.25,"60600","96.42",30.47,"49.58","29.88",80.32,78.65,"96.31","98.58","526",44.7,6,1.98310291858679,80.32
"05000US20049",75.2,"50400","88.79",28.81,"48.5","20.64",63.57,79.86,"98.03","88.28","502",51.7,5.5,1.9579230080573,84.68
"05000US20051",90.1,"164500","96.72",55.87,"77.24","55.99",87.6,61.26,"97.25","98.43","690",32.6,5.9,1.97038252309818,65.13
"05000US20053",82.62,"94200","90.39",48.08,"68.57","52.05",76.29,75.1,"96.91","92.13","635",42.3,6.1,1.96994313566206,78.1
"05000US20055",95.02,"140500","97.24",57.58,"78.22","63.98",92.66,62.51,"97.56","98.93","771",30.5,5.4,1.93644575905348,63.08
"05000US20057",92.74,"109900","98.15",52.92,"74.6","61.21",92.06,62.36,"97.88","98.04","756",31.9,5.3,1.96345573886819,64.59
"05000US20059",81.56,"125600","93.24",61.53,"80.23","59.08",88.9,71.19,"96.71","96.13","765",39.1,5.6,1.96493688639551,72.27
"05000US20061",94.66,"142200","95.85",63.16,"80.04","73.33",83.06,37.29,"97.51","94.57","1034",26.1,5.2,1.73741571271758,39.13
"05000US20063",72.76,"80600","95.05",40.04,"61.61","41.16",85.7,77.13,"98.6","94.41","623",48.1,6.7,1.95127993393889,80.26
"05000US20065",85.2,"70100","97.76",41.97,"61","39.09",82.38,79.36,"98.27","96.34","529",51.9,6.2,1.92845394736842,84.05
"05000US20067",91.17,"109000","99.02",48.1,"73.84","54.7",87.95,78.05,"100","98.81","634",32.6,6.2,1.99344135802469,82.27
"05000US20069",91.51,"131300","98.65",46.23,"67.49","50.1",89.45,75.54,"99.63","97.7","721",36.2,6.3,1.9885268471776,77
"05000US20071",86.24,"97900","95.94",33.55,"48.37","33.16",80.19,62.15,"97.57","97.4","648",36.5,6.1,1.98380566801619,63.39
"05000US20073",65.23,"63500","92.01",37.04,"57.81","38.44",68.4,73.71,"96.45","96.45","574",48.7,5.9,1.96627991298042,74.14
"05000US20075",87.68,"84600","91.22",46.35,"71.13","54.27",75.53,69.13,"97.77","94.77","602",32.2,6.1,1.981220657277,70.03
"05000US20077",79.6,"72300","92.03",36.97,"56.39","38.91",71.67,71.72,"96.92","94.04","656",42.3,6.3,1.96877748460862,73.17
"05000US20079",89.34,"123100","97.96",55.9,"75.44","55.98",90.79,71.77,"97.83","98.97","714",39.5,6,1.9594261376373,75.77
"05000US20081",91.35,"104700","94.82",43.82,"67.84","44.47",79.11,76.07,"99.4","97.32","670",36.6,6,1.98419864559819,75.28
"05000US20083",61.63,"81700","88.9",30.38,"54.16","41.18",76.1,77,"97.63","88.9","626",49.1,5.8,1.97634691195795,78.01
"05000US20085",46.87,"132500","96.12",60.44,"80.59","65.08",92.55,75.57,"97.87","97.06","674",41.6,6,1.89540059347181,77.92
"05000US20087",54.18,"145000","97.06",57.46,"76.54","52.07",91.23,81.97,"97.75","97.72","740",44.2,6.1,1.96710526315789,82.46
"05000US20089",63.55,"52800","89.25",25.69,"48.4","50.06",68.38,81.81,"98.62","86.03","480",52.6,6,1.98188405797101,83.5
"05000US20091",98.06,"244100","98.36",70.96,"86.97","71.51",94.79,69.12,"98.35","99.59","1065",37.5,6.6,1.89859088940161,74.2
"05000US20093",91.11,"109500","98.78",54.05,"79.25","56.83",80.68,76.29,"99.52","97.25","666",34.4,6.4,1.98413957176844,73.47
"05000US20095",66.93,"94200","95.8",44.41,"66.9","45.97",80.2,78.74,"98.71","95.64","719",45.5,6.3,1.97347136848916,77.59
"05000US20097",76.96,"119900","96.44",37.48,"61.13","41.83",79.3,71.25,"97.25","99.19","617",40.3,6.3,1.97859327217125,69.7
"05000US20099",81.84,"78800","93.55",48.36,"69.54","57.98",79.76,70.41,"96.93","94.8","622",40.6,6,1.92032864434209,72.93
"05000US20101",79.54,"76700","91.58",46.95,"60.55","22.23",80.8,77.13,"99.11","91.07","518",41.2,6,1.96696315120712,78.52
"05000US20103",84.23,"173900","97.13",67.78,"85.53","69.75",91.54,67.45,"97.54","98.43","979",37.6,6.2,1.89235033259424,68.6
"05000US20105",64.95,"73200","83.76",44.29,"69.88","51.33",68.18,80.38,"99.05","84.2","534",46.4,6.3,1.99683544303797,83.06
"05000US20107",67.18,"99800","89.82",47.91,"67.58","36.77",77.81,77.62,"95.88","89.96","658",43.9,5.3,1.9597516099356,78.03
"05000US20109",86.37,"87200","93.85",39.46,"63.35","51.57",78.52,71.33,"99.3","93.72","713",40,6.1,1.97889182058047,69.97
"05000US20111",84.84,"104100","95.97",54.15,"75.61","60.43",88.71,58.89,"97.53","96.09","671",33.4,5.4,1.92012661955241,62.09
"05000US20113",86.05,"146600","97.6",59.65,"79.23","60.29",93.4,69.95,"98.32","98.8","737",41.1,6.3,1.96316474223451,74.64
"05000US20115",76.32,"86800","91.91",51.42,"70.59","52.99",79.91,79.52,"97.58","91.57","579",44.7,6.2,1.97327208185425,82.16
