"geoid","fuelheat","housingvalue","kitchen","mortgage","mortgagecost","mortgageval","occupy","occupyown","phone","plumbing","rentgross","rentprcinc","rooms","units","unitsownpop"
"05000US45057",94.98,"182400","96.25",60.7,"84.54","65.78",89.5,78.19,"98.27","98.61","753",42,6,1.78585437607257,75.67
"05000US45059",94.93,"91300","95.98",47.81,"74.45","57.21",81.37,70.41,"96.9","97.02","733",41.1,5.4,1.73424506365034,69.45
"05000US45061",91.17,"73300","94.75",36.45,"62.76","47.78",81.8,73.24,"86.93","94.97","644",41.9,5.5,1.38178386031147,77.34
"05000US45063",95.61,"151900","97.06",64.45,"85.76","66.71",90.67,73.96,"98.2","97.64","907",39,5.9,1.83144744528828,74.53
"05000US45065",79.94,"117700","93.27",43.22,"67.95","52.53",71,76.63,"97.03","93.11","579",53.9,5.8,1.56995210486514,75.75
"05000US45067",90.9,"76700","92.6",43.96,"66.36","45.78",77.29,70.6,"96.45","91.85","559",40.4,5.7,1.4232102617438,69.78
"05000US45069",88.39,"64000","96.66",40.19,"65.02","47.02",79.73,65.77,"97.85","97.01","556",40.3,5.1,1.44689065108514,64.57
"05000US45071",92.88,"100000","96.96",46.21,"73.3","58.78",82.2,73.02,"96.04","96.54","722",41.5,5.3,1.68659214137492,70.93
"05000US45073",86.41,"155200","95.89",47.6,"76.84","53.56",79.43,72.23,"97.71","96.02","725",45.3,5.6,1.91423093846251,71.1
"05000US45075",87.57,"93200","91.57",39.17,"66.1","43.18",77.22,68.03,"97.6","88.81","679",39.6,5.5,1.38509373293697,67.13
"05000US45077",92.99,"138900","96.59",56.2,"80.93","61.82",88.18,67.59,"97.46","97.7","749",36.2,5.5,1.90277572559367,69.55
"05000US45079",97.54,"158200","97.96",69.34,"87.41","71.63",87.9,58.85,"96.53","98.33","952",33.2,5.8,1.50156011948719,60.47
"05000US45081",78.39,"107700","95.34",43.23,"73.12","52.33",76.84,73.68,"94.48","96.2","684",41.9,5.5,1.74719179032034,70.22
"05000US45083",94.61,"133700","96.43",60.11,"83.12","63.8",89.67,69.6,"97.78","97.25","773",38.2,5.6,1.76844905792045,71.13
"05000US45085",94.02,"113900","96.25",56.27,"80.2","64.85",85.99,64.68,"97.14","97.22","776",36.3,5.6,1.5189488781389,64.53
"05000US45087",88.04,"77300","94.21",41.33,"67.17","43.94",81.87,69.33,"95.36","95.28","664",43.8,5.3,1.66865904365904,69.48
"05000US45089",86.41,"66700","95.1",39.62,"64.72","50.87",80.53,74.62,"96.7","95.01","610",42.1,5.7,1.356780275562,75.22
"05000US45091",96.25,"186000","97.88",68.94,"89.16","73.44",93.62,71.54,"98.28","98.42","938",38.5,5.9,1.78162090571036,73.5
"05000US46003",55.56,"78300","95.92",39.61,"62.74","47.5",86.06,75.02,"99.05","96.37","643",38.3,6.4,1.96899224806202,78.14
"05000US46005",83.49,"101000","98.13",51.86,"73.75","60.26",91.61,66.94,"98.39","98.07","587",37.3,5.6,1.91930501930502,69.01
"05000US46007",36.35,"75700","91.69",35.42,"52.96","28.99",81.88,63.35,"93.3","92.19","583",29,5.5,1.59086294416244,48.07
"05000US46009",63.87,"82300","94.08",33.58,"53.85","30.11",85.3,74.45,"97.99","94.05","544",42.8,6,1.97397476340694,76.14
"05000US46011",85.43,"172300","97.92",59.07,"79.52","59.75",88.95,59.1,"97.71","99.35","727",26.7,5.8,1.95432466311501,63.75
"05000US46013",89.15,"157900","97.9",57.13,"77.38","59.02",90.24,65.95,"98.47","98.14","680",36.9,5.7,1.92968363816115,71.54
"05000US46015",60.6,"140600","91.02",47.39,"68.07","44.81",87.13,63.08,"94.64","93.53","614",41,6.1,1.89644304367402,63.54
"05000US46017",34.04,"49600","94",18.53,"35.53","20.58",86.77,45.92,"87.06","90.77","457",25.8,5.4,1.2322695035461,40.36
"05000US46019",70.1,"130900","95.95",52.87,"74.83","60.87",87.21,75.11,"98.49","96.87","676",40.5,5.9,1.96266156055529,78.29
"05000US46021",34.04,"65300","87.37",25.34,"54.21","44.85",65.93,88.15,"98.02","88.78","537",51.3,5.8,2,90.48
"05000US46023",51.59,"102200","95.82",33.5,"56.13","37.28",81.11,70.17,"92.05","95.2","531",35.9,6.1,1.78753180661578,66.55
"05000US46025",72.33,"88700","95.29",38.29,"61.14","52.85",84.12,77.54,"99.87","94.91","513",41.3,6.4,1.9921875,79.28
"05000US46027",83.68,"157600","98.05",53.39,"75.95","58.85",87.81,51.1,"98.3","98.05","741",25,5.6,1.9186291403408,55.89
"05000US46029",91.43,"168500","96.73",55.96,"78.12","57.05",92.02,65.95,"96.15","97.73","721",38.8,5.9,1.9638383163521,71.95
"05000US46031",17.11,"57500","88.55",19.58,"36.84","18.09",77.57,52.53,"96.29","94.05","447",28.7,5.3,1.39797639123103,44.74
"05000US46033",47.65,"216800","91.79",57.43,"79.25","60.16",77.23,82.44,"97.44","92.42","827",54.3,5.8,1.94925145902055,84.43
"05000US46035",87.63,"150100","98.16",56.07,"76.48","58.84",92.19,59.46,"96.83","98.51","717",38.8,5.7,1.95487510072522,64.54
"05000US46037",68.1,"92900","94.39",36.44,"57.41","43.8",69.4,73.37,"98.19","93.59","529",48,5.7,1.90727202770296,74.59
"05000US46039",62.76,"118500","98.19",45.65,"68.52","44.07",81.44,79.88,"98.44","98.55","512",44.4,6.2,1.99944413563091,83.99
"05000US46041",26.04,"63600","92.22",23.96,"42.83","24.17",82.57,57.83,"97.42","97.08","551",27.8,5.1,1.30653869226155,52.49
"05000US46043",60.56,"84500","89.81",37.15,"57.42","38.91",86.09,79.04,"94.08","93.39","511",47.3,6.4,1.9624,86.23
"05000US46045",65.14,"103100","93.7",48.07,"72.06","59.9",75.73,82.66,"100","95.45","597",43.1,6.3,1.99808061420345,84.16
"05000US46047",49.28,"121100","96.83",41.48,"62.89","47.12",73.68,76.43,"97.15","94.92","628",51.3,5.5,1.91952548893876,79.38
"05000US46049",55.77,"86400","90.88",31.67,"52.3","30.45",76.9,80.16,"98.34","93.95","638",48.1,6.6,2,81.65
"05000US46051",81.63,"125700","97.11",47.88,"72.31","55.18",89.17,83.87,"98.94","97.81","651",43.5,6.3,1.99346201743462,85.05
"05000US46053",56.7,"74300","86.4",34.26,"59.18","47.32",72.92,72.3,"98.21","86.05","532",45.5,6,1.92249322493225,71.85
"05000US46055",45.43,"86900","91.2",37.55,"57.64","40.07",79.18,79.98,"93.95","91.2","663",46.5,5.9,1.99009900990099,84.73
"05000US46057",74.58,"129800","96.71",56.85,"75.42","54.84",77.42,78.37,"96.03","98.36","589",35.2,6.3,1.99864559819413,82.36
"05000US46059",59.68,"118700","98.17",37.79,"61.04","44.09",83.96,69.04,"98.81","98.29","554",47.3,6.3,1.99143610013175,76.68
"05000US46061",55.57,"118600","96.35",43.72,"67.29","55.7",88.79,88.59,"97.47","95.93","806",36.3,6.9,1.99251637043966,87.49
"05000US46063",39.41,"97100","92.96",33.51,"51.89","19.07",78.74,69.16,"100","89.51","610",42.7,5.8,1.99270072992701,69.83
"05000US46065",84.9,"174900","98.85",55.69,"77.06","61.61",93.77,66.57,"95.64","99.35","632",38,5.7,1.90346302981682,72.38
"05000US46067",82.29,"84700","90.14",36.72,"60.02","43.95",84.23,77.74,"98.04","91.17","543",43.8,6.3,1.98777078965758,81.15
"05000US46069",56.36,"78000","97.95",30.17,"44.73","23.45",81.92,79.26,"98.83","96.71","616",51,5.9,1.88963210702341,84.42
"05000US46071",30.88,"54900","86.76",20.19,"39.14","8.88",69.66,60.52,"88.8","86.52","513",30.6,5.2,1.6131221719457,44.44
"05000US46073",45.04,"79600","96.41",39.5,"63.76","43.89",84.36,73.72,"98.47","94.2","485",50.6,6.1,1.9814612868048,79.96
"05000US46075",56.07,"78600","90.97",22.22,"39.01","24.66",72.74,80.4,"97.52","86.46","433",55.9,6,1.97518610421836,84.08
"05000US46077",72.86,"105800","94.9",41.72,"66.39","35.53",83.13,79.44,"98.65","94.28","457",45.6,6.2,1.99782229965157,84.43
"05000US46079",77.14,"157200","96.7",53.67,"77.58","60.11",81.25,73.65,"99.14","97.81","559",43.2,6.1,1.97689839572193,75.62
"05000US46081",86.71,"203000","97.34",52.67,"75.96","57.66",79.64,65.61,"97.99","96","733",41.9,5.5,1.96334603520232,68.71
"05000US46083",88.32,"218400","99.58",70.03,"86.95","66.96",96.18,77.46,"98.3","99.52","928",34.6,6.6,1.97579558411942,80.67
"05000US46085",39.67,"86600","93.7",35.02,"60.04","42.35",80.41,67.74,"97.08","90.89","576",36,5.7,1.70584045584046,61.86
"05000US46087",65.46,"124200","97.92",44.72,"67.46","48.59",88.47,73.7,"98.64","97.32","594",40,6.3,1.96921684019919,77.04
"05000US46089",62.06,"56300","91.38",23.67,"44.94","25.87",71.52,80.14,"99.11","91.38","554",50,6.4,1.9901185770751,81.74
"05000US46091",57.29,"113900","92.32",44.27,"68.85","45.07",70.83,72.18,"98.82","93.61","580",39.7,6.1,1.93018259935553,77.05
"05000US46093",80.6,"180500","98.75",59.61,"81.08","65.49",91.46,73.83,"98.32","97.48","860",36.2,5.9,1.93594208211144,76.87
"05000US46095",36.52,"44500","92.61",15.67,"37.53","27.98",82.27,64.97,"86.83","91.26","502",33,5.1,1.54491017964072,61.11
"05000US46097",64.33,"75000","91.22",40.67,"64.01","49.17",74.9,79.34,"99.69","90.76","549",44.1,6.4,1.97019527235355,84.73
"05000US46099",92.4,"173400","98.72",68.76,"86.12","71.3",93.83,63.65,"96.64","99.46","777",34.7,5.9,1.91388292981918,69.22
"05000US46101",58.27,"125300","95.51",51.66,"72.07","47.13",91.78,74.32,"97.46","96.55","567",40.4,6.5,1.82928679817906,74.01
"05000US46102",31.67,"20700","81.35",11.78,"25.63","20.16",77.47,52.66,"78.09","81.07","525",25.3,4.8,1.0709219858156,48.17
"05000US46103",88.24,"179900","98.16",59.56,"79.9","62.66",90.54,68.83,"97.65","98.21","824",38.6,5.5,1.91059222900133,71.42
"05000US46105",44.05,"91200","86.29",27.49,"45.82","17.67",71.91,73.31,"100","95.3","588",47,5.4,1.9727626459144,73.88
"05000US46107",71.75,"89800","96.62",38.28,"61.96","46.21",62.49,81.66,"98.9","96.49","627",51.3,5.7,1.98496993987976,84.08
"05000US46109",51.49,"102300","96.12",38.86,"64.9","46.7",76.01,68.1,"97.28","96.8","574",38.5,5.8,1.72175732217573,64.49
"05000US46111",41.96,"76700","94.6",39.38,"61.76","44.09",84.76,70.79,"98.67","91.37","571",43.1,6.3,1.98858230256898,73.5
"05000US46115",79.05,"79800","96.14",42.64,"65.17","42.93",81.3,74.04,"97.99","95.96","580",43.3,6.1,1.98519924098672,79.05
"05000US46117",83.79,"165800","95.98",52,"76.5","56.9",87.6,80.93,"98.02","96.47","728",41.2,5.5,1.88370253164557,84.82
"05000US46119",75.66,"150400","97.42",40.04,"66.1","48.33",69.74,82.36,"99.47","97.05","589",45.5,6.3,1.98589065255732,82.69
"05000US46121",45.11,"33500","94.47",11.69,"28.16","24.22",85.48,43.69,"87.9","93.86","427",24.3,4.8,1.17462079171291,40.14
"05000US46123",44.18,"89400","93.64",34.71,"56.99","39.22",77.69,73.28,"97.3","90.09","552",46.4,6.1,1.880714879468,74.22
"05000US46125",65.86,"115000","94.72",50.55,"73.45","56.13",86.43,77.98,"97.12","95.59","643",43,6.3,1.98789625360231,81.98
"05000US46127",86.91,"172400","97.65",59.87,"81.57","64.49",92.65,70.71,"98.03","98.02","828",40.6,5.9,1.9627108154108,75.54
"05000US46129",74.27,"82900","96.22",40.43,"58.95","41.79",75.55,75.09,"99.61","96.81","692",43,5.3,1.84712543554007,75.25
"05000US46135",81.42,"142700","97.92",50.4,"74.52","53.26",93.16,65.23,"97.13","98.46","616",41.8,5.6,1.95929052249172,71.53
"05000US46137",23.12,"56900","88.02",19.44,"30.31","9.62",74.25,57.39,"95.97","93.81","571",31.6,5,1.33736559139785,49.18
"05000US47001",96.09,"139800","96.26",51.79,"76.1","54.44",87.26,68,"97.62","98.26","726",43.3,5.7,1.92687727585868,68.77
"05000US47003",88.76,"140500","96.91",62.14,"82.76","64.19",89.19,68.19,"97.76","97.92","758",37.5,5.6,1.90510603009122,66.81
"05000US47005",85.86,"85800","92.66",39.01,"63.76","40.69",74.68,75.94,"95.55","94.64","633",47.4,5.4,1.95107574417919,77.83
"05000US47007",70.64,"129400","95",41.42,"68.16","46.49",83.92,74.18,"96.62","94.66","641",44.5,5.7,1.93529775396662,74.38
"05000US47009",91.06,"174600","97.14",57.49,"82.12","60.47",87.54,75.13,"97.72","98.44","768",43.4,5.7,1.9542853725154,75.81
"05000US47011",93.96,"154100","98.14",60.1,"82.74","60.11",91.85,65.77,"97.31","98.62","776",39.5,5.5,1.93702309236948,67.55
"05000US47013",86.97,"97200","95.18",48.15,"73.62","53.54",77.82,70.24,"96.49","94.66","593",43.8,5.6,1.97854316101905,71.25
"05000US47015",89.47,"155300","96.25",51.74,"77.17","60.02",89.92,73.34,"98.17","94.85","627",42,5.8,1.96952657355342,73.64
"05000US47017",91.22,"87100","93.93",45.35,"70.5","51.96",83.5,72.83,"96.86","96.17","608",42.9,5.5,1.88636774543482,70.99
"05000US47019",89.06,"119600","96.63",45.75,"71.12","48.43",83.87,69.86,"95.74","96.9","622",44.9,5.4,1.97334067983386,69.98
"05000US47021",89.4,"176400","97.29",66.65,"86.59","66.44",92.69,77.18,"96.21","98.43","956",40.4,5.9,1.96829855537721,77.23
"05000US47023",91.74,"114400","98.93",49.93,"76.95","53.62",83.81,76,"96.83","99.04","696",37.5,5.4,1.87193689157435,74.47
"05000US47025",89.33,"107500","93.88",45.83,"73.1","49.87",86.25,70.34,"94.76","93.92","616",43,5.6,1.97386312131742,72.93
"05000US47027",82.57,"88700","92.45",36.04,"63.64","30.67",73.3,74.85,"97.92","91.57","489",48.8,5.4,1.96627797037504,75.37
"05000US47029",82.08,"111000","94.11",40.08,"68.03","43.79",80.65,68.24,"97.42","94.06","602",44.9,5.2,1.964247937381,68.22
"05000US47031",91.66,"127200","96.56",53.33,"76.81","50.29",90.44,67.4,"96.97","97.69","713",40.1,5.7,1.9395634883936,66.86
"05000US47033",89.02,"98900","94.55",50.88,"73.4","53.96",83.33,69.48,"98.54","98.56","699",40.4,5.4,1.84985941893158,65.59
"05000US47035",89.03,"143000","96.38",51.56,"76.92","48.89",86.47,78.05,"97.83","97.64","690",50.7,5.8,1.98264094370142,76.78
"05000US47037",98.24,"219900","98.32",70.33,"86.94","68.23",90.86,54.12,"97.91","99.21","1036",34.3,5.2,1.69143909925406,55.75
"05000US47039",87.54,"94700","96.61",38.01,"66.64","41.79",66.89,76.49,"98.33","97","547",45.8,5.5,1.94981613670777,75.5
"05000US47041",93.8,"137800","95.24",50.36,"77.46","55.99",78.44,68.96,"97.97","97.55","652",41.2,5.6,1.96714304794978,67.93
"05000US47043",94.9,"156600","96.01",59.93,"81.41","56.26",87.91,72.97,"96.62","98.09","756",39.4,5.7,1.94967857519233,74.3
"05000US47045",96.64,"99100","95.96",53.97,"78.45","62.01",89.99,62.13,"97.25","98.9","670",40.1,5.4,1.85922266139657,61.01
"05000US47047",86.37,"191200","97.98",61.78,"85.3","64.95",91.54,79.67,"97.98","98.47","711",45.4,6.3,1.7239454899416,79.89
"05000US47049",70.34,"100400","96.52",40.74,"66.11","42.01",82.08,76.66,"98.65","95.31","499",45,5.4,1.98352019451574,77.5
"05000US47051",87.42,"128900","96.76",52.32,"76.63","51.27",85.41,74.38,"97.91","97.16","662",41.9,5.9,1.92982776459132,73.62
"05000US47053",94.52,"94900","96.2",51.11,"77.02","60.53",85.34,69.42,"98.18","97.77","681",40.1,5.7,1.81204806741924,70.24
"05000US47055",81.19,"123300","90.78",49.64,"74.59","46.92",82.18,70.31,"97.69","93.02","643",43.4,5.6,1.88352470424495,70.59
"05000US47057",84.93,"113500","93.71",48.5,"76.17","55.09",81.07,78.36,"98.32","95.38","635",44.6,5.3,1.98256593652213,77.21
"05000US47059",87.95,"118500","95.36",47.72,"74.39","48.91",83.79,72.92,"98.51","96.2","602",44.5,5.3,1.96839671120247,73.73
"05000US47061",66.84,"83100","89.29",44.67,"70.23","48.15",75,77.33,"97.64","90.08","609",43.2,5.3,1.82451426209177,78.52
"05000US47063",96.5,"132200","96.46",55.18,"79.22","57.17",90.01,66.38,"98.17","96.14","717",40.4,5.6,1.93646306992749,66.07
"05000US47065",97.31,"171400","97.37",61.27,"83.59","63.53",89.44,63.84,"98.11","98.31","840",39.6,5.7,1.7811980978068,66.6
"05000US47067",76.08,"88800","89.17",32.5,"59.5","37.04",78.01,79.42,"96.69","89.75","410",44.6,5.2,1.97579209683161,79.13
"05000US47069",85.63,"86200","95.63",47.22,"71.15","44.34",81.26,72.57,"97.49","97.25","618",40.5,5.7,1.62366677893791,70.26
"05000US47071",81.75,"115800","98.8",49.4,"74.04","49.22",72.77,73.39,"98.19","99.27","605",45.3,5.6,1.93951495081329,72.99
"05000US47073",92.29,"118600","95.13",46.27,"73.3","48.23",85.94,73.67,"97.34","95.07","608",44.6,5.4,1.97231033004715,73.9
"05000US47075",89.58,"102200","91.96",53.72,"75.37","59.27",84.31,60.38,"99.04","96.57","642",40.4,5.4,1.49154929577465,61.33
"05000US47077",94.42,"93500","97.97",44.86,"69.87","48.49",82.32,73.85,"97.94","99.1","640",41.4,5.5,1.89551119857558,75.07
"05000US47079",93.03,"101200","95.71",50.12,"75.53","52.16",77.96,76.46,"97.02","96.51","629",45.4,5.6,1.90631060719081,75.87
"05000US47081",87.84,"111300","93.94",51.01,"76.21","56.42",82.93,81.02,"93.23","96.43","687",40.8,5.8,1.96607822776047,82.15
"05000US47083",81.72,"98300","90.74",51.14,"74.94","56.42",69.56,79,"98.34","91.73","669",43.7,5.4,1.93781855249745,77.88
"05000US47085",93.33,"104200","93.38",50.38,"75.38","51.7",76.45,76.49,"96.27","95.06","639",41.6,5.6,1.95188101487314,76.78
"05000US47087",80.11,"107000","92.94",41.69,"67.92","40.78",77.3,75.87,"98.46","92.5","538",46.6,5.4,1.98217037200088,76.68
"05000US47089",90.28,"142200","96.37",55.06,"79.56","56.36",82.73,74.18,"97.03","97.44","671",43.4,5.6,1.97031642390758,73.14
"05000US47091",70.49,"118700","94.23",40,"68.45","44.3",76.16,77.6,"96.94","94.36","532",46.1,5.4,1.98935549722951,79.84
"05000US47093",97.39,"174700","97.4",62.22,"84.53","65.03",90.63,64.53,"97.58","98.2","864",37.3,5.7,1.87337850074734,66.62
"05000US47095",95.37,"74500","94.67",49.68,"68","47.68",84.41,57.29,"94.96","98.81","550",40.2,5.2,1.79664094416705,56.32
"05000US47097",91.94,"84100","93.62",53.14,"75.59","60.33",86.3,57.67,"97.64","97.48","646",38.2,5.4,1.64855443920443,56.63
"05000US47099",81.01,"103200","92.96",50.69,"75.84","55.54",88.55,74.11,"96.62","94.54","634",39.4,5.7,1.97135949414171,76.17
"05000US47101",85.06,"89700","92.77",40.9,"66.5","37.24",86.27,78.16,"92.43","97.35","563",43.9,5.7,1.9703656998739,78.94
"05000US47103",82.58,"124000","93.23",52.02,"76.14","55.16",88.1,73.26,"97.83","94.6","696",43.1,5.8,1.90459078908771,72.74
"05000US47105",92.21,"199400","96.4",55.6,"80.01","54.64",88.67,76.74,"98.5","98.3","750",47.5,6,1.97768983428147,74.51
"05000US47107",92.16,"125300","95.66",51.81,"77.86","52.36",87.27,74.28,"97.73","97.04","668",42.7,5.5,1.94365300827336,76.86
"05000US47109",75.27,"93600","98.19",41.31,"67.63","44.76",83.02,72.78,"97.7","98.53","597",42.9,5.6,1.93155058870485,71.89
"05000US47111",83.83,"112500","95.7",51.85,"74.74","50.29",90.12,73.28,"97.76","96.02","622",39.4,5.8,1.97598348185177,73.95
"05000US47113",94.29,"127100","97.25",56.41,"78.26","59.1",87.84,62.45,"98.04","98.71","851",38.2,5.8,1.62116674176363,62.95
"05000US47115",85.62,"123500","95.8",50.72,"76.33","50.12",87.23,74.63,"98.07","95.71","672",43.1,5.5,1.94051113797272,76.09
"05000US47117",85.63,"124700","95.59",54.63,"78.48","55.88",91.17,70.74,"98.16","96.65","726",39,5.7,1.92055127685448,70.05
"05000US47119",90.97,"170400","96.29",61.97,"83.39","64.41",90.74,68.6,"97.48","97.55","857",38.8,5.7,1.85729179077803,69.45
"05000US47121",88.71,"123400","96.1",45,"73.92","51.16",82.2,80.21,"97.14","97.65","701",44.7,5.4,1.96722338204593,79.68
"05000US47123",86.7,"122600","94.44",46.35,"73.3","53.07",83.66,75.98,"97.41","96.12","619",43.6,5.3,1.95992991974681,75.56
"05000US47125",97.21,"159500","98.84",72.69,"88.86","74.07",88.17,59.27,"97.19","99.08","954",30.6,5.7,1.75178868611581,61.38
"05000US47127",77.93,"168300","97.88",52.94,"78.04","35.15",86.13,82.97,"96.62","97.75","661",45.3,6,1.91468101460415,83.02
"05000US47129",84.83,"98400","92.26",44.11,"72.24","47.84",83.63,79.5,"98.28","90.87","675",41.1,5.7,1.99733936410802,76.78
"05000US47131",91.2,"89200","95.63",50.03,"73.42","47.68",86.98,67.98,"97.92","98.16","590",43,5.6,1.88808493904837,68.74
"05000US47133",78.04,"115300","94.15",44.77,"73.37","45.61",86.48,79.47,"95.93","93.38","512",42.9,5.4,1.98618230443503,80.23
"05000US47135",86.49,"83400","90.9",35.31,"61.04","29.5",71.38,79.74,"88.66","94.08","587",43,5.2,1.93699125716008,80.38
"05000US47137",69.16,"151900","94.61",44.49,"69.6","45.4",63.61,81.47,"99.86","92.54","522",49.7,5.1,1.99368800721371,81.51
"05000US47139",69.36,"113800","95.14",43.22,"69.89","46.61",81.31,73.82,"96.56","95.32","678",45.3,5.2,1.97054678692221,73.19
"05000US47141",94.76,"155700","97.53",55.92,"80.13","58.61",91.81,60.68,"97.84","97.17","678",36.3,5.6,1.9558662809386,63.51
"05000US47143",94.47,"113500","96.87",48.02,"73.16","55.29",84.22,70.26,"97.44","98.24","635",40.2,5.6,1.9675093177767,69.74
"05000US47145",90.57,"138100","95.1",47.51,"73.66","50.43",81.77,76.66,"97.36","96.66","680",46.3,5.6,1.95353718456328,77.39
"05000US47147",90.57,"176300","97.48",65.89,"85.4","65.29",93.88,74.97,"97.75","98.36","879",39.1,5.9,1.91322672128565,73.21
"05000US47149",97.4,"190200","98.65",71.99,"89.05","72.63",94.72,65.47,"98.39","99.1","996",33.3,5.8,1.81715204443308,67.15
"05000US47151",91.68,"90400","96.35",51.27,"77.23","54.28",87.13,68.98,"98.12","94.57","527",38.9,5.5,1.9865563598759,70.39
"05000US47153",83.28,"141500","93.4",50.43,"75.69","57.91",84.1,76.38,"98.22","93.66","673",43.3,5.3,1.97739386142253,76.12
"05000US47155",92.48,"168600","97.67",56.67,"82.63","57.29",64.54,68.15,"97.94","98.43","764",42.7,5.1,1.97323047773718,65.83
"05000US47157",98.58,"142300","92.94",66.58,"84.4","68.28",86.64,55.35,"98.28","95.49","922",35.4,5.6,1.44417004510935,56.32
"05000US47159",92.75,"132100","94.86",52.2,"77.14","51.87",87.15,74.29,"98.15","96.56","593",40.7,5.7,1.95477320675105,77.7
"05000US47161",75.36,"125500","95.68",58.93,"79.9","61.44",76.57,72.87,"97.45","94.95","650",44.5,5.5,1.972359893252,71.9
"05000US47163",95.67,"133900","97.34",52.03,"77.59","54.84",88.43,72.01,"98.58","98.2","652",44.9,5.7,1.96364679418469,72.93
"05000US47165",95.38,"212100","97.69",67.77,"87.37","69.08",93.16,73.45,"98.16","98.2","996",39.6,6.1,1.91035113108386,74.61
"05000US47167",94.57,"145800","96.17",64.91,"85.58","67.13",89.85,70.29,"98.16","98.55","747",37.5,5.8,1.79221570926143,69.66
"05000US47169",86.16,"133200","93.63",55.07,"76.68","57.2",86.44,74.92,"97.94","95.39","716",36,5.8,1.87164374590701,75.4
"05000US47171",90.21,"131000","96.19",38.55,"66.27","43.47",84.57,71.19,"97.18","97.16","616",46.6,5.5,1.98218322031645,71.08
"05000US47173",84.38,"120000","93.25",45.2,"73.39","48.9",76.47,74.57,"97.75","92.87","632",42.3,5.3,1.98582655065956,73.25
"05000US47175",77.21,"92800","92.28",40.02,"67.73","42.37",80.62,83.17,"97.55","89.19","426",47.1,5.4,1.94960702727693,83.72
"05000US47177",93.42,"108200","92.16",45.75,"71.07","47.17",87.28,69.36,"97.8","94.09","626",40.2,5.6,1.95509421909933,70.34
"05000US47179",95.18,"159400","97.38",58.34,"82.3","58.88",88.63,64.75,"98.37","98.69","743",39.9,5.4,1.93581500282008,67.48
"05000US47181",79.39,"105600","92.35",48.05,"71.65","48.16",81.17,80.6,"95.11","94.29","531",42.9,5.4,1.96859254282835,80.43
"05000US47183",91.33,"96000","94.89",48.62,"73.36","52.39",87.16,66.46,"95.94","96.5","601",38.4,5.6,1.91664829106946,68.55
"05000US47185",91.63,"110300","97.41",51.38,"76.45","53.18",84.24,80.64,"98.04","97.34","643",43.1,5.7,1.9757813285097,82.96
"05000US47187",95.48,"417700","98.22",71.89,"90.64","71.89",95.33,80.56,"98.47","99.12","1443",39.2,7.6,1.90802187300913,83.4
"05000US47189",94.32,"243400","98.13",66.75,"87.43","68.9",94.2,76.83,"98.28","98.82","1026",40.2,6.3,1.91288057165087,78.58
"05000US48001",90.24,"92900","92.54",40.88,"64.13","36.85",80.87,70.93,"97.78","96.16","748",39.1,5.2,1.83389027279908,71.42
"05000US48003",94.48,"135600","96.15",41.8,"68.79","45.7",88.74,73.06,"98.58","96.68","1000",31.2,5.4,1.95824255628177,69.71
"05000US48005",92.35,"100600","95.68",42.7,"67.63","44.9",83.84,66.4,"98.32","95.26","805",37.2,5,1.83464899457493,67.34
"05000US48007",94.23,"158400","96.14",37.61,"65.22","46.21",58.75,77.86,"97.03","96.31","942",49.6,4.8,1.96935962680237,77.57
"05000US48009",80.37,"133500","90.34",43.83,"69.54","49.29",80.29,84.15,"98.38","86.87","638",44.5,5.6,1.9780912364946,84.22
"05000US48011",92.79,"137700","90.88",45.69,"67.28","68.31",75.97,80.37,"99.15","97.42","824",46.3,5.5,1.99293785310734,76.42
"05000US48013",91.85,"100200","92.92",41.48,"68.79","48.89",84.34,75.28,"97.11","91.18","834",35.4,5.1,1.97679859621759,75.41
"05000US48015",76.5,"188900","94.67",46.35,"71.63","47.75",83.7,76.32,"97.72","95.87","824",40.7,5.6,1.89756362648311,75.91
"05000US48017",94.32,"68600","91.2",35.95,"54.73","32.54",82.95,78.4,"99.38","85.62","668",33.5,5.7,1.9895783988631,73.73
"05000US48019",83.33,"167600","93.73",47.45,"73.33","43.75",69.51,84.02,"96.82","93.48","872",52.1,5.4,1.97439941761708,81.81
"05000US48021",86.94,"160100","94.35",55.94,"77.71","64.73",85.69,77.45,"97.78","95.58","960",38.6,5.5,1.89733675281121,78.12
"05000US48023",86.97,"70500","91.61",23.03,"46.59","32.61",56.2,71.3,"100","86.73","444",47.3,5.8,1.96336499321574,72.99
"05000US48025",92.34,"88200","91.93",38.1,"63.94","42.63",79.73,63.83,"97.19","90.06","913",35.4,5.2,1.97610401780485,67.67
"05000US48027",97.57,"141200","97.28",64.3,"83.02","66.28",87.03,54.27,"97.73","98.35","908",30.8,5.3,1.71518866276894,55.99
"05000US48029",98.35,"152400","97.43",62.2,"82.54","67.44",91.86,58.81,"97.6","98.39","980",33.4,5.4,1.87728866504156,62.62
"05000US48031",80.69,"235700","92.57",46.92,"73.79","54.66",74.2,77.87,"98.86","96.29","830",49.9,5.8,1.96276471957179,77.28
"05000US48033",63.99,"113100","90.02",23.47,"44.86","24.92",59.18,75.1,"97.32","97.05","NULL",42.5,5,1.99616858237548,68.72
"05000US48035",82.81,"110600","95.2",40.64,"65.31","42.46",72.83,78.08,"97.45","95.02","741",46.7,5.1,1.97404063205418,76.86
